item_id,name,description,special_handling_instructions,dimensions_cm,unit_weight_kg,category,is_fragile,is_hazardous,reorder_point,economic_order_quantity,supplier_id,manufacturing_cost_per_unit
PROD-00034,Profit-focused bifurcated artificial intelligence,Corrupti quia quo totam. Quisquam consequatur nam dolor fuga.,"None, Keep refrigerated.",27x8x8,118.68,Perishable,False,False,429,569,SUP-003,4759.16
PROD-00035,Digitized multimedia neural-net,Libero quo neque placeat non praesentium nulla. Voluptas exercitationem voluptas facere dolor necessitatibus.,Standard handling.,22x42x48,126.22,Hardware,False,False,401,358,SUP-018,3250.27
PROD-00036,Public-key intermediate flexibility,Quaerat esse error sint culpa. Repellat dolore velit soluta quasi ea laborum repudiandae.,"None, Fragile, handle with care.",49x57x44,35.81,Books,True,False,123,855,SUP-006,1153.83
PROD-00037,Robust heuristic success,Molestias alias corporis esse placeat. Esse minus quia.,"None, Hazardous material, consult safety data sheet.",17x61x37,166.75,Books,False,True,403,594,SUP-011,3242.44
PROD-00038,Pre-emptive client-driven approach,Animi ut sint modi placeat corrupti sunt. Iusto sunt itaque. Officia harum eveniet iusto numquam vero rerum numquam.,Standard handling.,29x30x28,156.93,Clothing,False,False,390,784,SUP-016,3760.12
PROD-00039,Organic multi-state contingency,Eveniet sunt ex.,Standard handling.,68x49x40,49.94,Books,False,False,102,123,SUP-017,3110.08
PROD-00040,Persevering executive extranet,Mollitia fugit omnis ea. Officia iure quibusdam consequatur nesciunt rerum culpa consequuntur.,Standard handling.,71x9x38,107.83,Household,False,False,442,221,SUP-005,3220.37
PROD-00041,Customizable real-time definition,Rerum ullam vero incidunt odit excepturi. Dignissimos adipisci quibusdam nostrum a nemo.,"None, Fragile, handle with care.",83x61x7,159.73,Electronics,True,False,293,406,SUP-015,3521.8
PROD-00042,Integrated tangible hardware,A magni deleniti officia illum itaque officiis.,Standard handling.,45x27x31,9.92,Clothing,False,False,99,653,SUP-018,1938.95
PROD-00043,Optimized well-modulated orchestration,Possimus laudantium hic blanditiis odio id ipsum dignissimos. Magni sequi id dolore consequuntur tempore nisi.,Standard handling.,42x27x6,127.77,Clothing,False,False,151,387,SUP-006,2273.7
PROD-00044,Down-sized fresh-thinking alliance,Odio alias maxime voluptatibus sed placeat. Quam placeat dolorum quisquam. Recusandae illum nam est.,Standard handling.,72x57x41,168.0,Clothing,False,False,258,695,SUP-002,189.04
PROD-00045,Team-oriented 4thgeneration help-desk,Commodi nesciunt voluptatum labore hic. Incidunt ut voluptates rerum. Doloremque soluta odio unde cumque culpa.,Standard handling.,32x72x21,2.49,Electronics,False,False,303,377,SUP-008,2041.83
PROD-00046,Cross-group maximized definition,Officia ratione quos corporis beatae dolor tempore. Iure nostrum voluptas quae quis iste aliquam. Exercitationem aut sunt tempore voluptatem deserunt doloribus.,Standard handling.,20x29x26,86.62,Medical Supplies,False,False,453,857,SUP-004,2833.65
PROD-00047,Monitored context-sensitive budgetary management,Voluptate explicabo praesentium quae exercitationem ipsam. Ex non excepturi quam a.,"None, Hazardous material, consult safety data sheet.",72x38x34,68.18,Clothing,False,True,53,351,SUP-012,1467.59
PROD-00048,Reverse-engineered executive intranet,Dignissimos deleniti harum officiis nulla esse. Temporibus consequuntur quas fugit sequi sapiente. Itaque minus temporibus distinctio. Harum fugit placeat rerum.,Standard handling.,94x50x43,84.15,Books,False,False,479,589,SUP-001,4740.23
PROD-00049,Ameliorated object-oriented orchestration,Perspiciatis vel repellat fugiat. Delectus distinctio aspernatur quae saepe pariatur. Voluptas dolor praesentium nisi minima suscipit ea.,"None, Fragile, handle with care.",20x43x45,6.03,Household,True,False,373,690,SUP-010,889.34
PROD-00050,Grass-roots value-added moratorium,Recusandae minus optio alias explicabo ducimus. Molestiae magnam eligendi incidunt voluptate odio magni. Qui corporis deleniti deleniti eum cum.,Standard handling.,66x67x43,9.6,Electronics,False,False,136,444,SUP-010,2677.32
PROD-00051,Programmable hybrid time-frame,Nesciunt facere voluptatem illum quo repudiandae. Voluptatum dicta odio fugit laboriosam accusantium. Accusamus ratione alias.,Standard handling.,99x5x18,175.85,Household,False,False,248,258,SUP-014,322.43
PROD-00052,Multi-layered encompassing application,Perferendis dolores culpa veritatis amet recusandae aut. In perspiciatis corrupti consectetur natus expedita assumenda occaecati. Perspiciatis quia porro tempore magnam. Pariatur harum porro ex id rem.,"None, Keep refrigerated.",80x69x19,83.78,Perishable,False,False,100,121,SUP-013,4372.52
PROD-00053,Managed upward-trending open architecture,Commodi nam libero. Sequi corporis veritatis modi illo soluta libero. Atque asperiores fugiat sed quas. Iure expedita sed sit in provident ex.,Standard handling.,37x56x35,181.51,Household,False,False,130,401,SUP-002,2156.14
PROD-00054,Managed web-enabled contingency,Reprehenderit provident sunt doloribus. Eius quidem alias nostrum cupiditate eius id. Labore minus tenetur reprehenderit tenetur.,Standard handling.,32x14x18,11.37,Medical Supplies,False,False,479,514,SUP-011,730.23
PROD-00055,Profit-focused explicit focus group,In aut natus aperiam labore unde. Recusandae alias accusantium alias soluta iusto voluptatibus.,"None, Fragile, handle with care.",57x7x20,13.43,Household,True,False,116,102,SUP-014,1607.43
PROD-00056,Diverse real-time hierarchy,Magni sed neque ipsum tempore amet aut. Temporibus voluptatem aliquam illum quis. Sint vero nulla illum ex temporibus sunt. Quo necessitatibus sint eveniet atque debitis.,"None, Fragile, handle with care., Keep refrigerated.",88x69x50,22.6,Perishable,True,False,50,408,SUP-014,176.02
PROD-00057,Optimized systemic synergy,Ipsum iusto ex veniam libero modi. Ab ex quis minus. Libero esse quidem dolore. Itaque doloribus non et voluptates aperiam harum.,Standard handling.,48x65x12,90.93,Household,False,False,273,719,SUP-004,2344.5
PROD-00058,Adaptive 5thgeneration initiative,Eaque ipsa nam velit. Soluta eos harum aut deserunt. Voluptates ex veritatis praesentium.,Standard handling.,62x23x9,189.31,Books,False,False,286,545,SUP-008,2566.65
PROD-00059,Devolved asynchronous monitoring,Hic sit maxime dolor. Consequatur vel ipsum inventore dicta at. Pariatur accusamus quas consequatur consectetur mollitia molestiae.,"None, Hazardous material, consult safety data sheet.",15x79x17,111.39,Electronics,False,True,401,189,SUP-013,3073.55
PROD-00060,Compatible non-volatile Internet solution,A autem dicta laudantium magnam corporis. Aperiam exercitationem veritatis quaerat odit.,Standard handling.,56x26x28,110.23,Household,False,False,487,523,SUP-008,1171.88
PROD-00061,Distributed client-server time-frame,Explicabo quod reiciendis consequatur voluptatibus esse. Voluptates soluta voluptatum eius repellendus.,Standard handling.,75x12x22,125.12,Clothing,False,False,481,367,SUP-008,1147.63
PROD-00062,Digitized zero administration array,Ratione maxime similique fugit. Libero modi soluta.,"None, Fragile, handle with care., Keep refrigerated.",62x52x43,115.07,Perishable,True,False,484,929,SUP-014,49.81
PROD-00063,Extended radical software,Autem corrupti blanditiis. Culpa sint eaque aliquam magni dolore perspiciatis.,Standard handling.,43x75x9,161.19,Medical Supplies,False,False,162,309,SUP-015,1441.26
PROD-00064,Adaptive maximized functionalities,Mollitia repellendus quasi quis maiores. Esse beatae magni cumque.,Standard handling.,41x40x22,113.61,Household,False,False,244,774,SUP-017,1006.35
PROD-00065,Extended cohesive leverage,Laudantium natus sunt earum molestias quos vero unde. Magni at molestiae a incidunt. Sit odit est excepturi quam.,Standard handling.,52x55x21,168.77,Medical Supplies,False,False,339,521,SUP-010,1540.13
PROD-00066,User-centric user-facing productivity,Perspiciatis laboriosam debitis. Deleniti cumque id ut laboriosam ea animi. Magnam deleniti dolorem in possimus explicabo.,Standard handling.,35x24x47,65.34,Medical Supplies,False,False,486,855,SUP-004,1708.94
PROD-00067,Re-engineered intangible alliance,Doloribus eveniet unde incidunt. Fuga velit alias magnam quisquam harum. Sequi numquam doloremque blanditiis fugiat amet sapiente.,Standard handling.,17x7x16,4.13,Books,False,False,307,863,SUP-009,3152.64
PROD-00068,De-engineered non-volatile time-frame,Optio amet explicabo asperiores totam asperiores error. Eligendi quas velit mollitia eum commodi quaerat nostrum.,Standard handling.,98x68x37,94.09,Household,False,False,292,486,SUP-011,4030.19
PROD-00069,Assimilated 3rdgeneration emulation,Ab ad dolorem nobis. Voluptatem amet voluptate voluptatibus.,Standard handling.,96x31x49,170.99,Electronics,False,False,172,836,SUP-011,4222.89
PROD-00070,Managed modular support,Voluptatibus beatae minus nesciunt hic aspernatur. Praesentium sapiente veritatis praesentium expedita. Vitae libero maiores saepe et aliquid.,Standard handling.,88x21x13,133.83,Electronics,False,False,446,926,SUP-010,3615.58
PROD-00071,Persistent web-enabled Graphical User Interface,Laborum sint asperiores quo porro nam. Minima error nisi voluptatum atque nemo.,"None, Fragile, handle with care.",55x52x13,159.36,Medical Supplies,True,False,444,807,SUP-005,2077.9
PROD-00072,Synergized tertiary throughput,A unde porro voluptas. Modi autem voluptate.,Standard handling.,6x11x15,20.24,Household,False,False,368,617,SUP-012,208.54
PROD-00073,Customizable discrete customer loyalty,Corrupti hic repellat eum. Commodi hic magni vel a eum ratione.,"None, Keep refrigerated.",94x22x41,110.13,Perishable,False,False,174,166,SUP-014,2242.67
PROD-00074,Balanced user-facing instruction set,Mollitia sunt assumenda dignissimos incidunt quae. Neque recusandae repudiandae sint eum dolorem. Delectus esse repudiandae sed eaque.,Standard handling.,31x52x20,27.73,Clothing,False,False,83,711,SUP-020,3449.33
PROD-00075,Horizontal composite hierarchy,Provident iste tenetur adipisci voluptatem. Pariatur id in blanditiis vero.,Standard handling.,28x69x28,5.09,Electronics,False,False,258,749,SUP-018,3275.39
PROD-00076,Sharable client-server architecture,Sequi occaecati soluta impedit cum. Repellendus architecto ad voluptate. Enim beatae rem temporibus mollitia.,Standard handling.,18x40x16,61.72,Medical Supplies,False,False,348,584,SUP-015,3713.43
PROD-00077,Advanced logistical challenge,Assumenda doloribus ab quibusdam unde nihil. Aliquam corrupti illo nostrum mollitia illo. Ratione sapiente quia sunt autem porro qui sequi. Nobis a excepturi.,"None, Fragile, handle with care.",96x63x25,148.81,Hardware,True,False,387,641,SUP-016,2095.35
PROD-00078,Right-sized clear-thinking benchmark,Porro possimus fuga eius. In dolor ratione quaerat quis rerum.,Standard handling.,15x69x50,140.82,Household,False,False,493,125,SUP-001,4143.17
PROD-00079,Down-sized explicit help-desk,Quo distinctio nemo. Incidunt quia rerum quidem dicta nam itaque voluptas.,Standard handling.,76x29x9,104.06,Hardware,False,False,355,518,SUP-015,3563.25
PROD-00080,De-engineered client-server approach,Voluptates amet doloremque aliquid. Odit at error facere.,Standard handling.,20x41x13,193.79,Electronics,False,False,131,163,SUP-013,2660.35
PROD-00081,Pre-emptive grid-enabled firmware,Explicabo animi minima voluptates eveniet nesciunt quis.,Standard handling.,46x62x37,185.82,Clothing,False,False,261,275,SUP-011,2382.31
PROD-00082,Organic impactful conglomeration,Alias soluta ullam dolorem aut et nemo. Atque fuga suscipit dicta dolore. Atque consequuntur quidem beatae culpa. Laudantium dolores sunt optio.,"None, Keep refrigerated.",19x36x18,29.81,Perishable,False,False,484,614,SUP-020,4931.22
PROD-00083,Extended asynchronous artificial intelligence,Ad atque voluptatum quia maiores ad. Dolore ipsum aliquid deserunt placeat.,"None, Keep refrigerated.",84x65x33,40.84,Perishable,False,False,420,510,SUP-003,1406.53
PROD-00084,Visionary client-server task-force,Esse vero eveniet. Cupiditate mollitia voluptatibus atque.,Standard handling.,83x25x48,26.85,Electronics,False,False,442,178,SUP-005,3862.66
PROD-00085,Managed well-modulated process improvement,Assumenda tempora aperiam provident.,"None, Keep refrigerated.",58x14x13,144.79,Perishable,False,False,299,105,SUP-019,213.45
PROD-00086,Synergized system-worthy firmware,Voluptatem velit sint inventore.,Standard handling.,46x11x10,118.52,Books,False,False,250,833,SUP-013,4137.82
PROD-00087,Function-based fault-tolerant Internet solution,Numquam consequuntur laborum perspiciatis praesentium tenetur. Praesentium tempore saepe neque aspernatur molestias.,Standard handling.,44x23x18,166.51,Books,False,False,345,105,SUP-001,571.99
PROD-00088,Implemented impactful hub,Sit veritatis officiis aspernatur ex beatae. Sint numquam voluptatum repellendus maxime. Modi perspiciatis delectus atque quaerat.,Standard handling.,99x78x20,67.33,Medical Supplies,False,False,349,980,SUP-019,587.97
PROD-00089,Focused asymmetric moratorium,Impedit perspiciatis nam deleniti. Porro beatae sunt distinctio unde.,Standard handling.,19x18x23,93.37,Hardware,False,False,443,678,SUP-001,4875.17
PROD-00090,Sharable heuristic info-mediaries,Aliquam molestias est adipisci. Consequuntur numquam provident recusandae. A voluptatem rerum dolorum debitis illum tempora molestiae.,Standard handling.,22x63x23,162.88,Hardware,False,False,210,228,SUP-007,1850.27
PROD-00091,Centralized radical Local Area Network,Accusamus saepe odio quam praesentium. Autem doloribus nemo officiis placeat reprehenderit.,Standard handling.,70x39x47,56.82,Household,False,False,394,606,SUP-002,4142.08
PROD-00092,Integrated web-enabled open system,Omnis ipsam dolor laudantium minima. Voluptas impedit iste maiores officiis fugiat. Corporis fuga delectus deserunt expedita.,"None, Keep refrigerated.",24x27x48,116.93,Perishable,False,False,440,749,SUP-009,4969.75
PROD-00093,Open-source value-added help-desk,Fuga earum voluptatum fugiat error animi quos. Nostrum repellat nostrum alias ex.,Standard handling.,48x21x22,199.67,Electronics,False,False,103,459,SUP-019,4757.13
PROD-00094,Ameliorated intangible protocol,Temporibus saepe commodi aperiam nisi dicta. Esse quia exercitationem praesentium quaerat ducimus. Similique esse commodi quam sit sint.,Standard handling.,78x66x43,152.59,Household,False,False,109,356,SUP-016,3807.06
PROD-00095,Advanced interactive secured line,Eos modi assumenda aperiam.,Standard handling.,88x35x24,105.7,Electronics,False,False,175,484,SUP-019,3624.22
PROD-00096,Front-line asynchronous customer loyalty,Eum blanditiis est voluptates. Cupiditate error dolores.,Standard handling.,54x60x35,38.72,Electronics,False,False,399,858,SUP-010,1240.84
PROD-00097,Multi-layered empowering encryption,Placeat quae assumenda reprehenderit a. Deserunt velit reprehenderit natus incidunt. Totam quaerat eius quibusdam quos.,Standard handling.,99x30x10,131.01,Medical Supplies,False,False,186,345,SUP-017,455.77
PROD-00098,Object-based coherent alliance,Consequuntur blanditiis repudiandae enim dolorem. Saepe ad nam odio nemo accusantium. Aliquam quidem voluptatum neque provident.,"None, Fragile, handle with care.",5x21x49,36.53,Electronics,True,False,251,804,SUP-004,2044.24
PROD-00099,Switchable background matrices,Eos pariatur esse. Totam iure recusandae nihil unde non. Porro sequi ratione officia.,Standard handling.,23x31x36,58.52,Clothing,False,False,443,975,SUP-017,4326.01
PROD-00100,Automated clear-thinking product,Nihil labore eum perspiciatis ullam impedit officia. Fuga quibusdam placeat. Vel expedita nam quis esse.,"None, Keep refrigerated.",79x43x21,160.3,Perishable,False,False,493,223,SUP-015,378.53
PROD-00101,Business-focused zero administration knowledgebase,Perspiciatis enim numquam earum vitae voluptatibus delectus. Veritatis suscipit et ad blanditiis.,Standard handling.,10x41x14,180.99,Medical Supplies,False,False,60,876,SUP-017,4347.41
PROD-00102,Monitored bottom-line monitoring,Perferendis voluptatum iusto. Deserunt officia harum officiis asperiores molestias cumque. Minus non voluptate nisi dolores.,Standard handling.,50x46x42,183.31,Electronics,False,False,236,164,SUP-020,3822.57
PROD-00103,Balanced hybrid capacity,Aperiam neque quia iste eos.,Standard handling.,14x47x45,136.21,Books,False,False,418,232,SUP-007,1724.84
PROD-00104,Configurable contextually-based adapter,Illum delectus reiciendis aliquid harum. Ut eum molestias. Delectus pariatur mollitia aliquid harum mollitia expedita. Eum voluptatibus molestiae voluptates occaecati nesciunt voluptate.,Standard handling.,80x12x42,190.01,Household,False,False,363,327,SUP-002,3247.52
PROD-00105,Customizable didactic complexity,Rerum velit repellendus cumque. Corporis facilis mollitia quod. Quas ullam debitis similique dicta dolore. Hic dolores facilis laboriosam perferendis optio.,Standard handling.,61x5x10,115.29,Books,False,False,190,545,SUP-011,2282.47
PROD-00106,Digitized 3rdgeneration secured line,Dolorem quis harum ex id.,Standard handling.,34x69x48,134.77,Clothing,False,False,373,480,SUP-018,4645.31
PROD-00107,Innovative fresh-thinking encryption,Ut maxime voluptate harum. Quibusdam eos molestiae. Totam voluptatem aperiam deserunt tempora.,"None, Keep refrigerated.",33x28x8,95.73,Perishable,False,False,244,716,SUP-005,2033.28
PROD-00108,Future-proofed grid-enabled Graphical User Interface,Laborum velit nam earum. Quia aut praesentium porro blanditiis illo tenetur atque. Quisquam reprehenderit minima harum.,Standard handling.,48x44x46,47.63,Clothing,False,False,137,907,SUP-006,1780.89
PROD-00109,Horizontal intangible forecast,Atque perferendis itaque iste porro rerum nemo esse. Nobis quibusdam voluptates aut delectus distinctio neque similique. Non ullam commodi est voluptatem iusto sapiente. Dolorum animi facilis perferendis nihil.,Standard handling.,20x39x14,103.62,Electronics,False,False,190,299,SUP-015,646.66
PROD-00110,Team-oriented 4thgeneration initiative,Incidunt veritatis esse corrupti commodi. Quo consectetur fugiat suscipit quos consequatur. Animi excepturi assumenda a ad.,Standard handling.,87x24x35,39.28,Electronics,False,False,288,366,SUP-018,2099.06
PROD-00111,Multi-lateral full-range collaboration,Reprehenderit voluptatibus non laborum. Molestiae illum nisi iure deleniti nostrum voluptatibus fugiat.,Standard handling.,87x69x23,142.68,Medical Supplies,False,False,435,702,SUP-005,946.53
PROD-00112,Seamless full-range forecast,Unde veritatis expedita magni minus eius in. Incidunt enim excepturi at dolorem nemo beatae.,"None, Fragile, handle with care.",40x38x32,155.18,Electronics,True,False,381,544,SUP-011,932.35
PROD-00113,Persevering static array,Consequatur sequi ducimus assumenda. Possimus numquam reiciendis laudantium autem delectus.,"None, Fragile, handle with care.",27x28x16,185.21,Clothing,True,False,317,247,SUP-004,3183.61
PROD-00114,Right-sized cohesive project,Repellendus esse occaecati ipsum deserunt expedita. Maxime id aspernatur officia dolor atque. Aliquam aperiam autem culpa doloribus. Similique eaque qui ducimus doloremque culpa nesciunt.,"None, Fragile, handle with care., Keep refrigerated.",12x61x40,95.8,Perishable,True,False,246,350,SUP-012,2481.12
PROD-00115,Front-line intermediate architecture,Placeat atque maxime accusantium optio dignissimos deserunt soluta. Corrupti voluptatibus occaecati incidunt. Rerum eaque adipisci ipsa corporis repellendus.,"None, Fragile, handle with care.",48x26x46,26.01,Clothing,True,False,140,825,SUP-012,1484.82
PROD-00116,Vision-oriented modular knowledge user,Hic provident id qui quidem expedita voluptates. Ab exercitationem possimus doloribus maiores molestiae. Rem quo impedit modi omnis fuga molestias.,Standard handling.,8x36x21,25.64,Hardware,False,False,54,663,SUP-005,4938.98
PROD-00117,Devolved zero administration implementation,Esse inventore voluptatibus autem eveniet. Laborum vero laboriosam illo recusandae.,"None, Fragile, handle with care.",8x63x41,14.14,Medical Supplies,True,False,424,596,SUP-010,2162.01
PROD-00118,Focused systematic project,Natus cum ab. A quisquam facere voluptatum. Nulla numquam nisi deserunt expedita excepturi distinctio. Cumque vel veniam fuga repellendus quidem.,"None, Fragile, handle with care.",42x44x27,7.18,Medical Supplies,True,False,111,659,SUP-018,3389.04
PROD-00119,Profound reciprocal matrices,Cumque corrupti dolorem earum aspernatur tempore. Rerum vitae fuga eaque at.,Standard handling.,100x20x22,128.58,Medical Supplies,False,False,54,259,SUP-004,876.16
PROD-00120,Profit-focused web-enabled capacity,Aliquid eligendi voluptatibus voluptatem nisi minus. Nam blanditiis odio rerum reiciendis. Nostrum odit vero quasi ipsum distinctio.,Standard handling.,5x42x44,39.12,Clothing,False,False,123,890,SUP-008,4068.08
PROD-00121,Customizable needs-based neural-net,Impedit ea repellat at ipsa perferendis eius tempore. Facilis provident illum unde totam illum consectetur assumenda.,"None, Fragile, handle with care., Keep refrigerated.",15x56x20,62.95,Perishable,True,False,95,657,SUP-006,526.31
PROD-00122,Re-contextualized real-time open system,Laborum numquam porro quam quasi qui. Impedit consequatur necessitatibus temporibus alias eius illum.,Standard handling.,53x60x43,114.17,Clothing,False,False,319,384,SUP-020,587.8
PROD-00123,User-friendly clear-thinking Graphic Interface,Sunt nulla facilis perferendis dolorum nobis sint neque. Delectus voluptatem animi fuga molestias aliquid.,Standard handling.,16x20x40,50.79,Household,False,False,54,575,SUP-004,2357.97
PROD-00124,Multi-tiered impactful productivity,Quaerat voluptatibus assumenda alias. Ullam delectus libero quae. Neque officia voluptas rem enim. Ipsum quo dignissimos enim quam tempora vel.,"None, Fragile, handle with care., Keep refrigerated.",50x80x27,74.94,Perishable,True,False,357,977,SUP-018,3469.18
